,phenomenon_number,phenomenon_name,phenomenon_type,arg1_premise1,arg1_premise2,arg1_premise3,arg1_conclusion,arg2_premise1,arg2_premise2,arg2_premise3,arg2_conclusion
1896,10,Nonmonotonicity-specific,Mixed,canary,,,seagull,canary,hamster,,seagull
1897,10,Nonmonotonicity-specific,Mixed,blindworm,,,frog,blindworm,spider,,frog
1898,10,Nonmonotonicity-specific,Mixed,lion,,,cat,lion,peacock,,cat
1899,10,Nonmonotonicity-specific,Mixed,pike,,,eel,pike,fruit fly,,eel
1900,10,Nonmonotonicity-specific,Mixed,hedgehog,,,cow,hedgehog,cod,,cow
1901,10,Nonmonotonicity-specific,Mixed,chickadee,,,owl,chickadee,eel,,owl
1902,10,Nonmonotonicity-specific,Mixed,hamster,,,rhinoceros,hamster,bee,,rhinoceros
1903,10,Nonmonotonicity-specific,Mixed,lizard,,,tortoise,lizard,pheasant,,tortoise
1904,10,Nonmonotonicity-specific,Mixed,worm,,,mosquito,worm,salmon,,mosquito
1905,10,Nonmonotonicity-specific,Mixed,crocodile,,,turtle,crocodile,ladybug,,turtle
1906,10,Nonmonotonicity-specific,Mixed,dinosaur,,,python,dinosaur,shark,,python
1907,10,Nonmonotonicity-specific,Mixed,tortoise,,,turtle,tortoise,seagull,,turtle
1908,10,Nonmonotonicity-specific,Mixed,giraffe,,,hippopotamus,giraffe,flatfish,,hippopotamus
1909,10,Nonmonotonicity-specific,Mixed,salamander,,,gecko,salamander,giraffe,,gecko
1910,10,Nonmonotonicity-specific,Mixed,ostrich,,,swallow,ostrich,centipede,,swallow
1911,10,Nonmonotonicity-specific,Mixed,trout,,,plaice,trout,ladybug,,plaice
1912,10,Nonmonotonicity-specific,Mixed,earwig,,,wood louse,earwig,parakeet,,wood louse
1913,10,Nonmonotonicity-specific,Mixed,caiman,,,chameleon,caiman,herring,,chameleon
1914,10,Nonmonotonicity-specific,Mixed,cockchafer,,,mosquito,cockchafer,turtle,,mosquito
1915,10,Nonmonotonicity-specific,Mixed,giraffe,,,cow,giraffe,stork,,cow
1916,10,Nonmonotonicity-specific,Mixed,swordfish,,,cod,swordfish,viper,,cod
1917,10,Nonmonotonicity-specific,Mixed,grasshopper,,,beetle,grasshopper,peacock,,beetle
1918,10,Nonmonotonicity-specific,Mixed,leech,,,cockroach,leech,eel,,cockroach
1919,10,Nonmonotonicity-specific,Mixed,cuckoo,,,vulture,cuckoo,caiman,,vulture
1920,10,Nonmonotonicity-specific,Mixed,stickleback,,,sole,stickleback,donkey,,sole
1921,10,Nonmonotonicity-specific,Mixed,pheasant,,,stork,pheasant,caiman,,stork
1922,10,Nonmonotonicity-specific,Mixed,iguana,,,lizard,iguana,anchovy,,lizard
1923,10,Nonmonotonicity-specific,Mixed,crow,,,swallow,crow,bumblebee,,swallow
1924,10,Nonmonotonicity-specific,Mixed,horse,,,zebra,horse,woodpecker,,zebra
1925,10,Nonmonotonicity-specific,Mixed,alligator,,,tortoise,alligator,llama,,tortoise
1926,10,Nonmonotonicity-specific,Mixed,rabbit,,,bison,rabbit,canary,,bison
1927,10,Nonmonotonicity-specific,Mixed,iguana,,,salamander,iguana,dragonfly,,salamander
1928,10,Nonmonotonicity-specific,Mixed,pike,,,sperm whale,pike,caterpillar,,sperm whale
1929,10,Nonmonotonicity-specific,Mixed,vulture,,,seagull,vulture,louse,,seagull
1930,10,Nonmonotonicity-specific,Mixed,boa,,,tortoise,boa,carp,,tortoise
1931,10,Nonmonotonicity-specific,Mixed,python,,,crocodile,python,horse,,crocodile
1932,10,Nonmonotonicity-specific,Mixed,leech,,,mosquito,leech,falcon,,mosquito
1933,10,Nonmonotonicity-specific,Mixed,tortoise,,,chameleon,tortoise,anchovy,,chameleon
1934,10,Nonmonotonicity-specific,Mixed,parrot,,,swallow,parrot,viper,,swallow
1935,10,Nonmonotonicity-specific,Mixed,chameleon,,,lizard,chameleon,pheasant,,lizard
1936,10,Nonmonotonicity-specific,Mixed,sperm whale,,,whale,sperm whale,eagle,,whale
1937,10,Nonmonotonicity-specific,Mixed,ladybug,,,caterpillar,ladybug,robin,,caterpillar
1938,10,Nonmonotonicity-specific,Mixed,hippopotamus,,,cat,hippopotamus,bumblebee,,cat
1939,10,Nonmonotonicity-specific,Mixed,leech,,,horsefly,leech,frog,,horsefly
1940,10,Nonmonotonicity-specific,Mixed,parrot,,,swallow,parrot,cod,,swallow
1941,10,Nonmonotonicity-specific,Mixed,fly,,,leech,fly,piranha,,leech
1942,10,Nonmonotonicity-specific,Mixed,swallow,,,peacock,swallow,carp,,peacock
1943,10,Nonmonotonicity-specific,Mixed,swordfish,,,sardine,swordfish,crocodile,,sardine
1944,10,Nonmonotonicity-specific,Mixed,chameleon,,,cobra,chameleon,zebra,,cobra
1945,10,Nonmonotonicity-specific,Mixed,kangaroo,,,pig,kangaroo,piranha,,pig
1946,10,Nonmonotonicity-specific,Mixed,cod,,,dolphin,cod,beetle,,dolphin
1947,10,Nonmonotonicity-specific,Mixed,fox,,,cow,fox,leech,,cow
1948,10,Nonmonotonicity-specific,Mixed,seagull,,,chicken,seagull,trout,,chicken
1949,10,Nonmonotonicity-specific,Mixed,earwig,,,grasshopper,earwig,pig,,grasshopper
1950,10,Nonmonotonicity-specific,Mixed,shark,,,whale,shark,dinosaur,,whale
1951,10,Nonmonotonicity-specific,Mixed,penguin,,,parakeet,penguin,stickleback,,parakeet
1952,10,Nonmonotonicity-specific,Mixed,mouse,,,fox,mouse,ostrich,,fox
1953,10,Nonmonotonicity-specific,Mixed,chickadee,,,ostrich,chickadee,pike,,ostrich
1954,10,Nonmonotonicity-specific,Mixed,shark,,,anchovy,shark,flee,,anchovy
1955,10,Nonmonotonicity-specific,Mixed,pike,,,herring,pike,cobra,,herring
1956,10,Nonmonotonicity-specific,Mixed,caterpillar,,,grasshopper,caterpillar,mouse,,grasshopper
1957,10,Nonmonotonicity-specific,Mixed,ant,,,worm,ant,viper,,worm
1958,10,Nonmonotonicity-specific,Mixed,cuckoo,,,pheasant,cuckoo,bat,,pheasant
1959,10,Nonmonotonicity-specific,Mixed,goldfish,,,orca,goldfish,salamander,,orca
1960,10,Nonmonotonicity-specific,Mixed,bat,,,pig,bat,wood louse,,pig
1961,10,Nonmonotonicity-specific,Mixed,iguana,,,lizard,iguana,swan,,lizard
1962,10,Nonmonotonicity-specific,Mixed,wolf,,,squirrel,wolf,butterfly,,squirrel
1963,10,Nonmonotonicity-specific,Mixed,cockroach,,,leech,cockroach,squirrel,,leech
1964,10,Nonmonotonicity-specific,Mixed,cod,,,salmon,cod,flee,,salmon
1965,10,Nonmonotonicity-specific,Mixed,eel,,,sardine,eel,toad,,sardine
1966,10,Nonmonotonicity-specific,Mixed,caiman,,,iguana,caiman,chickadee,,iguana
1967,10,Nonmonotonicity-specific,Mixed,plaice,,,piranha,plaice,earwig,,piranha
1968,10,Nonmonotonicity-specific,Mixed,beetle,,,fruit fly,beetle,tortoise,,fruit fly
1969,10,Nonmonotonicity-specific,Mixed,cat,,,elephant,cat,leech,,elephant
1970,10,Nonmonotonicity-specific,Mixed,owl,,,dove,owl,cow,,dove
1971,10,Nonmonotonicity-specific,Mixed,peacock,,,duck,peacock,flatfish,,duck
1972,10,Nonmonotonicity-specific,Mixed,horsefly,,,fly,horsefly,toad,,fly
1973,10,Nonmonotonicity-specific,Mixed,owl,,,duck,owl,whale,,duck
1974,10,Nonmonotonicity-specific,Mixed,earwig,,,centipede,earwig,cow,,centipede
1975,10,Nonmonotonicity-specific,Mixed,cockroach,,,centipede,cockroach,alligator,,centipede
1976,10,Nonmonotonicity-specific,Mixed,pig,,,bison,pig,cockroach,,bison
1977,10,Nonmonotonicity-specific,Mixed,sheep,,,polar bear,sheep,shark,,polar bear
1978,10,Nonmonotonicity-specific,Mixed,louse,,,horsefly,louse,vulture,,horsefly
1979,10,Nonmonotonicity-specific,Mixed,piranha,,,orca,piranha,robin,,orca
1980,10,Nonmonotonicity-specific,Mixed,sperm whale,,,piranha,sperm whale,centipede,,piranha
1981,10,Nonmonotonicity-specific,Mixed,chicken,,,parakeet,chicken,butterfly,,parakeet
1982,10,Nonmonotonicity-specific,Mixed,chicken,,,cuckoo,chicken,tortoise,,cuckoo
1983,10,Nonmonotonicity-specific,Mixed,mosquito,,,centipede,mosquito,wolf,,centipede
1984,10,Nonmonotonicity-specific,Mixed,kangaroo,,,beaver,kangaroo,lizard,,beaver
1985,10,Nonmonotonicity-specific,Mixed,grasshopper,,,flee,grasshopper,donkey,,flee
1986,10,Nonmonotonicity-specific,Mixed,heron,,,turkey,heron,spider,,turkey
1987,10,Nonmonotonicity-specific,Mixed,falcon,,,dove,falcon,earwig,,dove
1988,10,Nonmonotonicity-specific,Mixed,cricket,,,ant,cricket,dog,,ant
1989,10,Nonmonotonicity-specific,Mixed,eel,,,sperm whale,eel,squirrel,,sperm whale
1990,10,Nonmonotonicity-specific,Mixed,rooster,,,peacock,rooster,gecko,,peacock
1991,10,Nonmonotonicity-specific,Mixed,eagle,,,chicken,eagle,dromedary,,chicken
1992,10,Nonmonotonicity-specific,Mixed,flatfish,,,carp,flatfish,lion,,carp
1993,10,Nonmonotonicity-specific,Mixed,flatfish,,,piranha,flatfish,stork,,piranha
1994,10,Nonmonotonicity-specific,Mixed,toad,,,snake,toad,centipede,,snake
1995,10,Nonmonotonicity-specific,Mixed,bison,,,squirrel,bison,magpie,,squirrel
1996,10,Nonmonotonicity-specific,Mixed,tortoise,,,gecko,tortoise,cat,,gecko
1997,10,Nonmonotonicity-specific,Mixed,fruit fly,,,centipede,fruit fly,alligator,,centipede
1998,10,Nonmonotonicity-specific,Mixed,grasshopper,,,moth,grasshopper,parakeet,,moth
1999,10,Nonmonotonicity-specific,Mixed,bee,,,centipede,bee,fox,,centipede
2000,11,Inclusion Fallacy,Specific,dinosaur,,,reptile,dinosaur,,,blindworm
2001,11,Inclusion Fallacy,Specific,boa,,,reptile,boa,,,gecko
2002,11,Inclusion Fallacy,Specific,alligator,,,reptile,alligator,,,blindworm
2003,11,Inclusion Fallacy,Specific,crocodile,,,reptile,crocodile,,,blindworm
2004,11,Inclusion Fallacy,Specific,dove,,,bird,dove,,,ostrich
2005,11,Inclusion Fallacy,Specific,mosquito,,,insect,mosquito,,,worm
2006,11,Inclusion Fallacy,Specific,rooster,,,bird,rooster,,,penguin
2007,11,Inclusion Fallacy,Specific,snake,,,reptile,snake,,,gecko
2008,11,Inclusion Fallacy,Specific,bison,,,mammal,bison,,,mouse
2009,11,Inclusion Fallacy,Specific,pheasant,,,bird,pheasant,,,penguin
2010,11,Inclusion Fallacy,Specific,viper,,,reptile,viper,,,monitor lizard
2011,11,Inclusion Fallacy,Specific,dove,,,bird,dove,,,penguin
2012,11,Inclusion Fallacy,Specific,chameleon,,,reptile,chameleon,,,blindworm
2013,11,Inclusion Fallacy,Specific,viper,,,reptile,viper,,,gecko
2014,11,Inclusion Fallacy,Specific,woodpecker,,,bird,woodpecker,,,penguin
2015,11,Inclusion Fallacy,Specific,llama,,,mammal,llama,,,bat
2016,11,Inclusion Fallacy,Specific,sparrow,,,bird,sparrow,,,penguin
2017,11,Inclusion Fallacy,Specific,cobra,,,reptile,cobra,,,gecko
2018,11,Inclusion Fallacy,Specific,fly,,,insect,fly,,,centipede
2019,11,Inclusion Fallacy,Specific,blackbird,,,bird,blackbird,,,ostrich
2020,11,Inclusion Fallacy,Specific,vulture,,,bird,vulture,,,penguin
2021,11,Inclusion Fallacy,Specific,mosquito,,,insect,mosquito,,,earwig
2022,11,Inclusion Fallacy,Specific,horse,,,mammal,horse,,,bat
2023,11,Inclusion Fallacy,Specific,rhinoceros,,,mammal,rhinoceros,,,mouse
2024,11,Inclusion Fallacy,Specific,python,,,reptile,python,,,gecko
2025,11,Inclusion Fallacy,Specific,chickadee,,,bird,chickadee,,,penguin
2026,11,Inclusion Fallacy,Specific,zebra,,,mammal,zebra,,,bat
2027,11,Inclusion Fallacy,Specific,bumblebee,,,insect,bumblebee,,,earwig
2028,11,Inclusion Fallacy,Specific,bumblebee,,,insect,bumblebee,,,worm
2029,11,Inclusion Fallacy,Specific,wasp,,,insect,wasp,,,worm
2030,11,Inclusion Fallacy,Specific,dromedary,,,mammal,dromedary,,,mouse
2031,11,Inclusion Fallacy,Specific,zebra,,,mammal,zebra,,,mouse
2032,11,Inclusion Fallacy,Specific,sardine,,,fish,sardine,,,whale
2033,11,Inclusion Fallacy,Specific,donkey,,,mammal,donkey,,,hamster
2034,11,Inclusion Fallacy,Specific,ladybug,,,insect,ladybug,,,worm
2035,11,Inclusion Fallacy,Specific,bison,,,mammal,bison,,,hamster
2036,11,Inclusion Fallacy,Specific,cobra,,,reptile,cobra,,,monitor lizard
2037,11,Inclusion Fallacy,Specific,robin,,,bird,robin,,,penguin
2038,11,Inclusion Fallacy,Specific,iguana,,,reptile,iguana,,,blindworm
2039,11,Inclusion Fallacy,Specific,canary,,,bird,canary,,,penguin
2040,11,Inclusion Fallacy,Specific,moth,,,insect,moth,,,centipede
2041,11,Inclusion Fallacy,Specific,dragonfly,,,insect,dragonfly,,,louse
2042,11,Inclusion Fallacy,Specific,bee,,,insect,bee,,,worm
2043,11,Inclusion Fallacy,Specific,lion,,,mammal,lion,,,bat
2044,11,Inclusion Fallacy,Specific,monitor lizard,,,reptile,monitor lizard,,,blindworm
2045,11,Inclusion Fallacy,Specific,turkey,,,bird,turkey,,,parakeet
2046,11,Inclusion Fallacy,Specific,tiger,,,mammal,tiger,,,mouse
2047,11,Inclusion Fallacy,Specific,magpie,,,bird,magpie,,,swan
2048,11,Inclusion Fallacy,Specific,robin,,,bird,robin,,,ostrich
2049,11,Inclusion Fallacy,Specific,turtle,,,reptile,turtle,,,gecko
2050,11,Inclusion Fallacy,Specific,sparrow,,,bird,sparrow,,,pelican
2051,11,Inclusion Fallacy,Specific,horse,,,mammal,horse,,,mouse
2052,11,Inclusion Fallacy,Specific,tortoise,,,reptile,tortoise,,,blindworm
2053,11,Inclusion Fallacy,Specific,dromedary,,,mammal,dromedary,,,bat
2054,11,Inclusion Fallacy,Specific,orca,,,fish,orca,,,anchovy
2055,11,Inclusion Fallacy,Specific,chickadee,,,bird,chickadee,,,ostrich
2056,11,Inclusion Fallacy,Specific,woodpecker,,,bird,woodpecker,,,duck
2057,11,Inclusion Fallacy,Specific,caiman,,,reptile,caiman,,,gecko
2058,11,Inclusion Fallacy,Specific,crow,,,bird,crow,,,penguin
2059,11,Inclusion Fallacy,Specific,turtle,,,reptile,turtle,,,blindworm
2060,11,Inclusion Fallacy,Specific,parakeet,,,bird,parakeet,,,turkey
2061,11,Inclusion Fallacy,Specific,peacock,,,bird,peacock,,,penguin
2062,11,Inclusion Fallacy,Specific,frog,,,reptile,frog,,,blindworm
2063,11,Inclusion Fallacy,Specific,cockchafer,,,insect,cockchafer,,,worm
2064,11,Inclusion Fallacy,Specific,eagle,,,bird,eagle,,,penguin
2065,11,Inclusion Fallacy,Specific,cuckoo,,,bird,cuckoo,,,penguin
2066,11,Inclusion Fallacy,Specific,parakeet,,,bird,parakeet,,,stork
2067,11,Inclusion Fallacy,Specific,anchovy,,,fish,anchovy,,,orca
2068,11,Inclusion Fallacy,Specific,earwig,,,insect,earwig,,,bumblebee
2069,11,Inclusion Fallacy,Specific,centipede,,,insect,centipede,,,moth
2070,11,Inclusion Fallacy,Specific,lion,,,mammal,lion,,,mouse
2071,11,Inclusion Fallacy,Specific,lion,,,mammal,lion,,,hedgehog
2072,11,Inclusion Fallacy,Specific,giraffe,,,mammal,giraffe,,,hamster
2073,11,Inclusion Fallacy,Specific,hippopotamus,,,mammal,hippopotamus,,,bat
2074,11,Inclusion Fallacy,Specific,bison,,,mammal,bison,,,squirrel
2075,11,Inclusion Fallacy,Specific,snake,,,reptile,snake,,,tortoise
2076,11,Inclusion Fallacy,Specific,rhinoceros,,,mammal,rhinoceros,,,bat
2077,11,Inclusion Fallacy,Specific,cow,,,mammal,cow,,,hamster
2078,11,Inclusion Fallacy,Specific,cow,,,mammal,cow,,,bat
2079,11,Inclusion Fallacy,Specific,elephant,,,mammal,elephant,,,mouse
2080,11,Inclusion Fallacy,Specific,flee,,,insect,flee,,,worm
2081,11,Inclusion Fallacy,Specific,stork,,,bird,stork,,,chickadee
2082,11,Inclusion Fallacy,Specific,cobra,,,reptile,cobra,,,toad
2083,11,Inclusion Fallacy,Specific,orca,,,fish,orca,,,eel
2084,11,Inclusion Fallacy,Specific,orca,,,fish,orca,,,sardine
2085,11,Inclusion Fallacy,Specific,robin,,,bird,robin,,,stork
2086,11,Inclusion Fallacy,Specific,giraffe,,,mammal,giraffe,,,mouse
2087,11,Inclusion Fallacy,Specific,grasshopper,,,insect,grasshopper,,,worm
2088,11,Inclusion Fallacy,Specific,hippopotamus,,,mammal,hippopotamus,,,hedgehog
2089,11,Inclusion Fallacy,Specific,blackbird,,,bird,blackbird,,,eagle
2090,11,Inclusion Fallacy,Specific,louse,,,insect,louse,,,worm
2091,11,Inclusion Fallacy,Specific,sparrow,,,bird,sparrow,,,vulture
2092,11,Inclusion Fallacy,Specific,cow,,,mammal,cow,,,mouse
2093,11,Inclusion Fallacy,Specific,elephant,,,mammal,elephant,,,squirrel
2094,11,Inclusion Fallacy,Specific,elephant,,,mammal,elephant,,,bat
2095,11,Inclusion Fallacy,Specific,tortoise,,,reptile,tortoise,,,gecko
2096,11,Inclusion Fallacy,Specific,bumblebee,,,insect,bumblebee,,,louse
2097,11,Inclusion Fallacy,Specific,viper,,,reptile,viper,,,dinosaur
2098,11,Inclusion Fallacy,Specific,wasp,,,insect,wasp,,,wood louse
2099,11,Inclusion Fallacy,Specific,rooster,,,bird,rooster,,,stork
2100,11,Inclusion Fallacy,Specific,boa,,,reptile,boa,,,monitor lizard
2101,11,Inclusion Fallacy,Specific,canary,,,bird,canary,,,eagle
2102,11,Inclusion Fallacy,Specific,sparrow,,,bird,sparrow,,,peacock
2103,11,Inclusion Fallacy,Specific,rhinoceros,,,mammal,rhinoceros,,,squirrel
2104,11,Inclusion Fallacy,Specific,plaice,,,fish,plaice,,,piranha
2105,11,Inclusion Fallacy,Specific,mosquito,,,insect,mosquito,,,centipede
2106,11,Inclusion Fallacy,Specific,stickleback,,,fish,stickleback,,,squid
2107,11,Inclusion Fallacy,Specific,wolf,,,mammal,wolf,,,hedgehog
2108,11,Inclusion Fallacy,Specific,bumblebee,,,insect,bumblebee,,,leech
2109,11,Inclusion Fallacy,Specific,eel,,,fish,eel,,,orca
2110,11,Inclusion Fallacy,Specific,owl,,,bird,owl,,,penguin
2111,11,Inclusion Fallacy,Specific,sardine,,,fish,sardine,,,orca
2112,11,Inclusion Fallacy,Specific,canary,,,bird,canary,,,stork
2113,11,Inclusion Fallacy,Specific,fruit fly,,,insect,fruit fly,,,caterpillar
2114,11,Inclusion Fallacy,Specific,mosquito,,,insect,mosquito,,,caterpillar
2115,11,Inclusion Fallacy,Specific,wolf,,,mammal,wolf,,,mouse
2116,11,Inclusion Fallacy,Specific,duck,,,bird,duck,,,woodpecker
2117,11,Inclusion Fallacy,Specific,donkey,,,mammal,donkey,,,bat
2118,11,Inclusion Fallacy,Specific,horse,,,mammal,horse,,,rabbit
2119,11,Inclusion Fallacy,Specific,sole,,,fish,sole,,,squid
2120,11,Inclusion Fallacy,Specific,sole,,,fish,sole,,,orca
2121,11,Inclusion Fallacy,Specific,butterfly,,,insect,butterfly,,,louse
2122,11,Inclusion Fallacy,Specific,magpie,,,bird,magpie,,,stork
2123,11,Inclusion Fallacy,Specific,python,,,reptile,python,,,turtle
2124,11,Inclusion Fallacy,Specific,dromedary,,,mammal,dromedary,,,hamster
2125,11,Inclusion Fallacy,Specific,beetle,,,insect,beetle,,,flee
2126,11,Inclusion Fallacy,Specific,beetle,,,insect,beetle,,,louse
2127,11,Inclusion Fallacy,Specific,elephant,,,mammal,elephant,,,hamster
2128,11,Inclusion Fallacy,Specific,plaice,,,fish,plaice,,,shark
2129,11,Inclusion Fallacy,Specific,hippopotamus,,,mammal,hippopotamus,,,hamster
2130,11,Inclusion Fallacy,Specific,herring,,,fish,herring,,,sperm whale
2131,11,Inclusion Fallacy,Specific,shark,,,fish,shark,,,plaice
2132,11,Inclusion Fallacy,Specific,frog,,,reptile,frog,,,monitor lizard
2133,11,Inclusion Fallacy,Specific,swallow,,,bird,swallow,,,penguin
2134,11,Inclusion Fallacy,Specific,fly,,,insect,fly,,,louse
2135,11,Inclusion Fallacy,Specific,chameleon,,,reptile,chameleon,,,turtle
2136,11,Inclusion Fallacy,Specific,ray,,,fish,ray,,,orca
2137,11,Inclusion Fallacy,Specific,mosquito,,,insect,mosquito,,,beetle
2138,11,Inclusion Fallacy,Specific,pelican,,,bird,pelican,,,sparrow
2139,11,Inclusion Fallacy,Specific,cobra,,,reptile,cobra,,,chameleon
2140,11,Inclusion Fallacy,Specific,earwig,,,insect,earwig,,,mosquito
2141,11,Inclusion Fallacy,Specific,salmon,,,fish,salmon,,,squid
2142,11,Inclusion Fallacy,Specific,herring,,,fish,herring,,,whale
2143,11,Inclusion Fallacy,Specific,stork,,,bird,stork,,,parakeet
2144,11,Inclusion Fallacy,Specific,dolphin,,,fish,dolphin,,,piranha
2145,11,Inclusion Fallacy,Specific,lizard,,,reptile,lizard,,,blindworm
2146,11,Inclusion Fallacy,Specific,cow,,,mammal,cow,,,squirrel
2147,11,Inclusion Fallacy,Specific,fly,,,insect,fly,,,spider
2148,11,Inclusion Fallacy,Specific,carp,,,fish,carp,,,squid
2149,11,Inclusion Fallacy,Specific,hamster,,,mammal,hamster,,,rhinoceros
2150,11,Inclusion Fallacy,Specific,hamster,,,mammal,hamster,,,giraffe
2151,11,Inclusion Fallacy,Specific,tiger,,,mammal,tiger,,,bat
2152,11,Inclusion Fallacy,Specific,ostrich,,,bird,ostrich,,,dove
2153,11,Inclusion Fallacy,Specific,centipede,,,insect,centipede,,,bee
2154,11,Inclusion Fallacy,Specific,whale,,,fish,whale,,,anchovy
2155,11,Inclusion Fallacy,Specific,heron,,,bird,heron,,,blackbird
2156,11,Inclusion Fallacy,Specific,stork,,,bird,stork,,,robin
2157,11,Inclusion Fallacy,Specific,stork,,,bird,stork,,,rooster
2158,11,Inclusion Fallacy,Specific,orca,,,fish,orca,,,ray
2159,11,Inclusion Fallacy,Specific,llama,,,mammal,llama,,,cat
2160,11,Inclusion Fallacy,Specific,lion,,,mammal,lion,,,rabbit
2161,11,Inclusion Fallacy,Specific,canary,,,bird,canary,,,vulture
2162,11,Inclusion Fallacy,Specific,toad,,,reptile,toad,,,monitor lizard
2163,11,Inclusion Fallacy,Specific,chickadee,,,bird,chickadee,,,peacock
2164,11,Inclusion Fallacy,Specific,hippopotamus,,,mammal,hippopotamus,,,cat
2165,11,Inclusion Fallacy,Specific,hippopotamus,,,mammal,hippopotamus,,,squirrel
2166,11,Inclusion Fallacy,Specific,salamander,,,reptile,salamander,,,blindworm
2167,11,Inclusion Fallacy,Specific,plaice,,,fish,plaice,,,dolphin
2168,11,Inclusion Fallacy,Specific,cat,,,mammal,cat,,,rhinoceros
2169,11,Inclusion Fallacy,Specific,spider,,,insect,spider,,,worm
2170,11,Inclusion Fallacy,Specific,earwig,,,insect,earwig,,,ladybug
2171,11,Inclusion Fallacy,Specific,rhinoceros,,,mammal,rhinoceros,,,cat
2172,11,Inclusion Fallacy,Specific,salmon,,,fish,salmon,,,sperm whale
2173,11,Inclusion Fallacy,Specific,eagle,,,bird,eagle,,,canary
2174,11,Inclusion Fallacy,Specific,sardine,,,fish,sardine,,,dolphin
2175,11,Inclusion Fallacy,Specific,sardine,,,fish,sardine,,,sperm whale
2176,11,Inclusion Fallacy,Specific,stork,,,bird,stork,,,canary
2177,11,Inclusion Fallacy,Specific,shark,,,fish,shark,,,eel
2178,11,Inclusion Fallacy,Specific,llama,,,mammal,llama,,,beaver
2179,11,Inclusion Fallacy,Specific,wolf,,,mammal,wolf,,,bat
2180,11,Inclusion Fallacy,Specific,boa,,,reptile,boa,,,caiman
2181,11,Inclusion Fallacy,Specific,boa,,,reptile,boa,,,toad
2182,11,Inclusion Fallacy,Specific,peacock,,,bird,peacock,,,sparrow
2183,11,Inclusion Fallacy,Specific,horse,,,mammal,horse,,,squirrel
2184,11,Inclusion Fallacy,Specific,beetle,,,insect,beetle,,,worm
2185,11,Inclusion Fallacy,Specific,vulture,,,bird,vulture,,,duck
2186,11,Inclusion Fallacy,Specific,squirrel,,,mammal,squirrel,,,elephant
2187,11,Inclusion Fallacy,Specific,caiman,,,reptile,caiman,,,toad
2188,11,Inclusion Fallacy,Specific,alligator,,,reptile,alligator,,,gecko
2189,11,Inclusion Fallacy,Specific,bee,,,insect,bee,,,wood louse
2190,11,Inclusion Fallacy,Specific,cod,,,fish,cod,,,orca
2191,11,Inclusion Fallacy,Specific,blindworm,,,reptile,blindworm,,,monitor lizard
2192,11,Inclusion Fallacy,Specific,crow,,,bird,crow,,,swan
2193,11,Inclusion Fallacy,Specific,viper,,,reptile,viper,,,turtle
2194,11,Inclusion Fallacy,Specific,falcon,,,bird,falcon,,,canary
2195,11,Inclusion Fallacy,Specific,rhinoceros,,,mammal,rhinoceros,,,rabbit
2196,11,Inclusion Fallacy,Specific,eel,,,fish,eel,,,shark
2197,11,Inclusion Fallacy,Specific,butterfly,,,insect,butterfly,,,flee
2198,11,Inclusion Fallacy,Specific,wasp,,,insect,wasp,,,louse
2199,11,Inclusion Fallacy,Specific,crocodile,,,reptile,crocodile,,,toad
